GEO_ID,NAME,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_011E,S1903_C01_011M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C01_031E,S1903_C01_031M,S1903_C01_032E,S1903_C01_032M,S1903_C01_033E,S1903_C01_033M,S1903_C01_034E,S1903_C01_034M,S1903_C01_035E,S1903_C01_035M,S1903_C01_036E,S1903_C01_036M,S1903_C01_037E,S1903_C01_037M,S1903_C01_038E,S1903_C01_038M,S1903_C01_039E,S1903_C01_039M,S1903_C01_040E,S1903_C01_040M,S1903_C02_001E,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_011E,S1903_C02_011M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,S1903_C02_031E,S1903_C02_031M,S1903_C02_032E,S1903_C02_032M,S1903_C02_033E,S1903_C02_033M,S1903_C02_034E,S1903_C02_034M,S1903_C02_035E,S1903_C02_035M,S1903_C02_036E,S1903_C02_036M,S1903_C02_037E,S1903_C02_037M,S1903_C02_038E,S1903_C02_038M,S1903_C02_039E,S1903_C02_039M,S1903_C02_040E,S1903_C02_040M,S1903_C03_001E,S1903_C03_001M,S1903_C03_002E,S1903_C03_002M,S1903_C03_003E,S1903_C03_003M,S1903_C03_004E,S1903_C03_004M,S1903_C03_005E,S1903_C03_005M,S1903_C03_006E,S1903_C03_006M,S1903_C03_007E,S1903_C03_007M,S1903_C03_008E,S1903_C03_008M,S1903_C03_009E,S1903_C03_009M,S1903_C03_010E,S1903_C03_010M,S1903_C03_011E,S1903_C03_011M,S1903_C03_012E,S1903_C03_012M,S1903_C03_013E,S1903_C03_013M,S1903_C03_014E,S1903_C03_014M,S1903_C03_015E,S1903_C03_015M,S1903_C03_016E,S1903_C03_016M,S1903_C03_017E,S1903_C03_017M,S1903_C03_018E,S1903_C03_018M,S1903_C03_019E,S1903_C03_019M,S1903_C03_020E,S1903_C03_020M,S1903_C03_021E,S1903_C03_021M,S1903_C03_022E,S1903_C03_022M,S1903_C03_023E,S1903_C03_023M,S1903_C03_024E,S1903_C03_024M,S1903_C03_025E,S1903_C03_025M,S1903_C03_026E,S1903_C03_026M,S1903_C03_027E,S1903_C03_027M,S1903_C03_028E,S1903_C03_028M,S1903_C03_029E,S1903_C03_029M,S1903_C03_030E,S1903_C03_030M,S1903_C03_031E,S1903_C03_031M,S1903_C03_032E,S1903_C03_032M,S1903_C03_033E,S1903_C03_033M,S1903_C03_034E,S1903_C03_034M,S1903_C03_035E,S1903_C03_035M,S1903_C03_036E,S1903_C03_036M,S1903_C03_037E,S1903_C03_037M,S1903_C03_038E,S1903_C03_038M,S1903_C03_039E,S1903_C03_039M,S1903_C03_040E,S1903_C03_040M,Unnamed: 242,ZCTA5
860Z200US94304,ZCTA5 94304,2117,247,1306,249,22,22,0,14,562,128,0,14,83,58,144,65,254,108,1213,252,79,54,877,136,491,158,670,129,1238,199,466,96,772,180,1066,184,377,83,172,98,89,58,0,14,0,14,693,150,246,84,262,127,30,28,7,9,0,14,208,85,321,106,613,113,96,107,879,164,560,131,520,121,40,30,319,111,272,103,47,39,2117,247,61.7,7.1,1.0,1.0,0.0,2.0,26.5,6.2,0.0,2.0,3.9,2.8,6.8,3.1,12.0,5.1,57.3,7.8,3.7,2.5,41.4,5.1,23.2,6.0,31.6,5.6,1238,199,37.6,7.5,62.4,7.5,86.1,7.4,30.5,6.8,13.9,7.4,7.2,4.6,0.0,3.4,0.0,3.4,56.0,8.4,19.9,6.8,21.2,8.6,2.4,2.3,0.6,0.8,0.0,3.4,16.8,6.3,25.9,7.2,49.5,9.1,7.8,8.0,879,164,63.7,10.0,59.2,9.1,4.6,3.3,36.3,10.0,30.9,9.0,5.3,4.4,162569,27545,196563,59085,-,**,-,**,142578,33590,-,**,-,**,143750,78900,120250,107237,197031,67582,-,**,144097,19245,"250,000+",***,148125,66709,237500,48215,193750,132059,"250,000+",***,248043,34464,243750,30978,128947,91252,88203,46882,-,**,-,**,210865,69755,134000,87077,"250,000+",***,"250,000+",***,-,**,-,**,234063,126952,134375,109856,240875,54737,"250,000+",***,89946,43097,77292,22993,78750,20854,-,**,143281,41330,144219,44722,111181,34257,,94304
860Z200US94305,ZCTA5 94305,3689,404,2112,395,33,39,0,21,1009,234,0,21,105,83,430,150,371,118,2049,393,599,172,2012,309,602,296,476,82,1324,309,502,131,822,283,1117,297,378,94,90,50,40,35,117,99,84,93,769,295,205,71,251,108,72,56,27,33,0,21,195,69,392,157,680,287,57,51,2365,276,1086,233,596,178,490,176,1279,221,837,215,442,149,3689,404,57.3,6.7,0.9,1.0,0.0,1.1,27.4,6.3,0.0,1.1,2.8,2.3,11.7,4.1,10.1,3.4,55.5,6.8,16.2,4.7,54.5,7.2,16.3,7.1,12.9,2.7,1324,309,37.9,10.4,62.1,10.4,84.4,8.1,28.5,8.2,6.8,3.9,3.0,2.7,8.8,7.3,6.3,6.8,58.1,11.4,15.5,6.6,19.0,8.3,5.4,4.1,2.0,2.5,0.0,3.2,14.7,6.0,29.6,11.4,51.4,13.5,4.3,3.9,2365,276,45.9,7.7,25.2,7.2,20.7,6.6,54.1,7.7,35.4,8.3,18.7,6.1,72470,16128,104957,16334,-,**,-,**,55398,14568,-,**,-,**,52083,16688,51978,3805,105781,19681,-,**,56455,10177,"250,000+",***,227763,51393,238750,81890,243929,139283,227895,92776,"250,000+",***,"250,000+",***,69632,69412,-,**,-,**,-,**,198264,129638,242813,83799,"250,000+",***,"250,000+",***,-,**,-,**,198264,57777,-,**,"250,000+",***,"250,000+",***,51670,4894,56500,12826,49471,11517,72596,18321,50619,4390,45538,12227,107635,8467,,94305
860Z200US94306,ZCTA5 94306,10794,458,5644,399,266,120,39,36,3940,414,9,14,386,194,510,176,657,226,5558,403,342,151,3093,435,4425,441,2934,269,6975,401,3240,316,3735,328,5876,425,2791,318,829,198,334,109,270,121,115,104,2962,337,1735,302,1498,281,571,215,131,76,78,88,1098,280,2118,311,3025,395,734,261,3819,438,2295,408,1657,324,638,278,1524,272,1091,232,433,184,10794,458,52.3,3.5,2.5,1.1,0.4,0.3,36.5,3.1,0.1,0.1,3.6,1.8,4.7,1.6,6.1,2.1,51.5,3.6,3.2,1.4,28.7,3.5,41.0,3.9,27.2,2.5,6975,401,46.5,3.6,53.5,3.6,84.2,3.0,40.0,3.7,11.9,2.9,4.8,1.6,3.9,1.7,1.6,1.5,42.5,4.3,24.9,4.3,21.5,3.8,8.2,3.0,1.9,1.1,1.1,1.3,15.7,3.9,30.4,4.3,43.4,5.0,10.5,3.7,3819,438,60.1,6.7,43.4,6.7,16.7,6.6,39.9,6.7,28.6,6.2,11.3,4.6,186479,22816,189821,33827,101154,6994,203672,146659,238134,41916,-,**,51806,22358,175769,107235,61845,48841,198011,33021,130208,45755,223155,61423,"250,000+",***,122750,33339,247788,27466,"250,000+",***,202083,35087,"250,000+",***,"250,000+",***,120302,30328,105500,60515,-,**,-,**,185071,30423,"250,000+",***,"250,000+",***,"250,000+",***,232313,79702,46806,10435,103382,36229,214048,40592,"250,000+",***,"250,000+",***,110963,20368,100982,41829,64185,17579,230565,110005,121318,22192,120625,19083,153281,149146,,94306
860Z200US94538,ZCTA5 94538,23149,706,5387,560,868,254,265,127,12601,622,105,55,2658,374,1265,291,3832,436,4811,516,418,183,10807,539,8499,531,3425,459,17197,627,8600,496,8597,553,13585,605,7260,457,2578,434,1040,308,1034,282,300,159,6044,515,4695,446,4351,481,1408,283,574,201,125,63,1047,236,5470,570,8117,650,2563,335,5952,571,2561,412,2049,388,512,181,3391,454,2101,413,1290,241,23149,706,23.3,2.1,3.7,1.1,1.1,0.5,54.4,2.4,0.5,0.2,11.5,1.6,5.5,1.2,16.6,1.8,20.8,2.0,1.8,0.8,46.7,2.3,36.7,2.0,14.8,1.8,17197,627,50.0,2.4,50.0,2.4,79.0,2.5,42.2,2.5,15.0,2.4,6.0,1.8,6.0,1.6,1.7,0.9,35.1,2.5,27.3,2.5,25.3,2.6,8.2,1.7,3.3,1.2,0.7,0.4,6.1,1.4,31.8,2.9,47.2,3.4,14.9,2.0,5952,571,43.0,5.5,34.4,5.7,8.6,2.9,57.0,5.5,35.3,5.4,21.7,4.1,144451,8350,122390,9726,102414,31580,97422,34458,182400,10440,-,**,101011,8622,110662,28002,102420,13913,122114,13041,140625,114111,170596,10540,145869,16805,69220,8196,160992,8379,178140,15997,141336,8906,181453,9512,196087,17299,66463,3835,61757,6595,133897,17376,136071,58467,123697,7471,165440,11386,188826,16668,181458,28655,223519,33233,"250,000+",***,52639,10111,120168,5639,194624,10098,191597,21431,95649,9800,75339,15019,63884,4819,154663,30351,114250,28496,86771,29190,215743,63057,,94538
860Z200US94539,ZCTA5 94539,16876,610,2673,304,213,99,37,33,13046,549,72,52,305,128,530,145,665,165,2538,302,59,40,4554,435,8512,419,3751,312,14671,579,6970,448,7701,445,13099,599,6463,447,1154,228,409,158,418,127,98,67,4292,380,4158,400,4700,453,1133,259,309,94,79,43,1520,229,3786,362,7721,520,1644,287,2205,309,1164,217,979,199,185,98,1041,221,755,182,286,116,16876,610,15.8,1.7,1.3,0.6,0.2,0.2,77.3,1.9,0.4,0.3,1.8,0.7,3.1,0.9,3.9,1.0,15.0,1.7,0.3,0.2,27.0,2.2,50.4,1.9,22.2,1.7,14671,579,47.5,2.3,52.5,2.3,89.3,1.6,44.1,2.3,7.9,1.6,2.8,1.1,2.8,0.9,0.7,0.5,29.3,2.2,28.3,2.6,32.0,2.8,7.7,1.7,2.1,0.7,0.5,0.3,10.4,1.5,25.8,2.4,52.6,2.7,11.2,1.9,2205,309,52.8,7.0,44.4,6.8,8.4,4.3,47.2,7.0,34.2,6.3,13.0,4.9,235399,7801,157673,10703,72697,57135,173047,80052,"250,000+",***,-,**,186597,44865,177222,83677,174297,19334,156458,14552,-,**,"250,000+",***,243480,16276,129705,14662,"250,000+",***,"250,000+",***,214522,11814,"250,000+",***,"250,000+",***,102500,39800,73487,51063,171667,72665,116797,10327,176638,22386,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,96270,11886,181250,19876,"250,000+",***,"250,000+",***,110066,15314,92500,23438,69886,34052,220724,11026,119315,19836,105986,34630,177302,19238,,94539
860Z200US94550,ZCTA5 94550,17524,632,12479,650,190,97,35,42,2584,246,41,39,544,155,1651,348,2305,366,11692,644,157,111,5077,338,7720,539,4570,415,13373,532,5838,393,7535,470,11489,526,5135,363,1340,216,481,163,544,166,222,133,5710,512,2943,378,3302,387,1085,260,246,90,87,55,1728,222,3516,356,6261,479,1868,363,4151,424,2343,299,1924,280,419,148,1808,268,1319,230,489,187,17524,632,71.2,2.6,1.1,0.6,0.2,0.2,14.7,1.5,0.2,0.2,3.1,0.9,9.4,1.9,13.2,2.0,66.7,2.6,0.9,0.6,29.0,2.0,44.1,2.5,26.1,2.1,13373,532,43.7,2.5,56.3,2.5,85.9,1.9,38.4,2.5,10.0,1.6,3.6,1.2,4.1,1.2,1.7,1.0,42.7,3.1,22.0,2.7,24.7,3.0,8.1,1.9,1.8,0.7,0.7,0.4,12.9,1.5,26.3,2.6,46.8,2.9,14.0,2.7,4151,424,56.4,4.5,46.4,5.4,10.1,3.3,43.6,4.5,31.8,4.8,11.8,4.2,177218,8833,179436,12976,81250,50615,90703,42694,226406,28732,"2,500-",***,79722,47666,161862,19049,150890,20154,180167,13840,28939,15524,202648,23351,215702,13596,104036,9319,206238,5897,214101,21221,193250,18406,216024,9109,242344,23044,117143,31530,113977,42182,115463,12049,112841,23177,167083,14130,235844,30523,228600,30789,213375,85376,"250,000+",***,-,**,92833,7809,171500,14666,240089,14498,"250,000+",***,99022,12375,85469,18750,64063,21661,152460,37205,127222,35294,104432,38677,175662,38716,,94550
860Z200US95002,ZCTA5 95002,545,52,132,50,22,24,0,14,129,51,0,14,175,57,87,51,271,64,104,51,7,10,89,49,314,71,135,48,364,66,128,49,236,60,293,62,111,47,64,36,17,19,7,10,0,14,120,50,82,45,116,42,31,29,15,16,0,14,18,18,68,39,230,62,48,31,181,64,86,49,61,40,25,28,95,50,84,48,11,19,545,52,24.2,8.7,4.0,4.5,0.0,7.5,23.7,9.6,0.0,7.5,32.1,9.9,16.0,8.9,49.7,10.9,19.1,9.0,1.3,1.9,16.3,8.7,57.6,11.5,24.8,8.9,364,66,35.2,12.1,64.8,12.1,80.5,9.5,30.5,12.0,17.6,9.2,4.7,5.2,1.9,2.8,0.0,11.0,33.0,13.0,22.5,10.6,31.9,11.5,8.5,7.9,4.1,4.2,0.0,11.0,4.9,5.0,18.7,10.3,63.2,12.7,13.2,8.4,181,64,47.5,21.3,33.7,18.6,13.8,15.0,52.5,21.3,46.4,22.1,6.1,10.0,89861,68463,-,**,-,**,-,**,206625,81711,-,**,79671,11049,-,**,77829,27137,183750,140569,-,**,206375,109108,138182,74038,51302,18351,130750,45767,146563,70807,118750,66974,147604,73042,148646,93296,58750,36323,-,**,-,**,-,**,-,**,111250,109644,187778,135144,78977,42091,-,**,-,**,-,**,65313,27415,149583,74013,146875,98349,-,**,-,**,-,**,-,**,-,**,35938,35853,-,**,,95002
860Z200US95008,ZCTA5 95008,18700,607,10721,573,526,228,44,39,4836,495,50,60,1004,253,1519,276,2614,388,9877,576,225,113,7191,502,6843,521,4441,417,12265,471,5559,415,6706,525,9400,539,4121,429,1954,311,1069,275,911,223,369,159,5154,545,3122,406,2763,352,928,205,187,106,111,82,1301,315,3620,453,5716,506,1628,287,6435,592,3523,440,2899,403,624,211,2912,453,2197,359,715,258,18700,607,57.3,2.3,2.8,1.2,0.2,0.2,25.9,2.5,0.3,0.3,5.4,1.4,8.1,1.4,14.0,2.1,52.8,2.3,1.2,0.6,38.5,2.4,36.6,2.4,23.7,2.1,12265,471,45.3,3.3,54.7,3.3,76.6,3.0,33.6,3.3,15.9,2.5,8.7,2.3,7.4,1.8,3.0,1.3,42.0,3.6,25.5,3.1,22.5,2.9,7.6,1.7,1.5,0.9,0.9,0.7,10.6,2.4,29.5,3.6,46.6,3.8,13.3,2.4,6435,592,54.7,5.3,45.1,5.0,9.7,3.3,45.3,5.3,34.1,4.4,11.1,3.8,142841,13414,133696,14981,84545,74863,-,**,189518,24638,-,**,95500,52150,145197,38254,107431,12496,140685,19301,66604,14835,161402,30813,190453,19690,67294,11151,181047,14000,213342,30093,160660,14590,214848,15075,246336,28934,89554,29452,85987,40996,114821,46102,117361,70967,139216,28077,180707,26699,238887,24975,185192,62518,186875,45951,230675,143174,65738,11113,129415,16844,243056,26452,204583,33763,98413,13613,86406,18403,68523,27313,123851,60257,123250,15071,104861,20229,198542,64947,,95008
860Z200US95013,ZCTA5 95013,13,20,13,20,0,14,0,14,0,14,0,14,0,14,0,14,0,14,13,20,0,14,0,14,0,14,13,20,13,20,0,14,13,20,0,14,0,14,13,20,0,14,0,14,0,14,13,20,0,14,0,14,0,14,0,14,0,14,0,14,13,20,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,13,20,100.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,100.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,100.0,94.1,13,20,0.0,94.1,100.0,94.1,0.0,94.1,0.0,94.1,100.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,100.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,0.0,94.1,100.0,94.1,0.0,94.1,0.0,94.1,0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,,95013
860Z200US95014,ZCTA5 95014,21960,471,6494,445,147,115,81,63,14386,574,90,67,193,76,569,153,718,169,6181,436,437,134,7220,431,9677,527,4626,353,16764,420,8800,410,7964,387,14658,445,8002,366,1390,286,528,180,716,170,270,117,5880,434,4560,509,4909,397,986,243,277,114,152,95,1693,231,5853,549,7610,485,1608,227,5196,493,2318,322,2002,322,316,110,2878,421,2317,373,561,190,21960,471,29.6,1.9,0.7,0.5,0.4,0.3,65.5,2.2,0.4,0.3,0.9,0.3,2.6,0.7,3.3,0.8,28.1,1.9,2.0,0.6,32.9,1.8,44.1,2.2,21.1,1.6,16764,420,52.5,2.0,47.5,2.0,87.4,2.0,47.7,2.0,8.3,1.7,3.1,1.0,4.3,1.0,1.6,0.7,35.1,2.1,27.2,2.9,29.3,2.5,5.9,1.5,1.7,0.7,0.9,0.6,10.1,1.3,34.9,2.9,45.4,3.0,9.6,1.4,5196,493,44.6,5.4,38.5,5.3,6.1,2.2,55.4,5.4,44.6,5.2,10.8,3.5,229074,10898,168023,22016,"250,000+",***,138021,128298,"250,000+",***,159881,26436,-,**,176318,42447,119808,68155,168692,20964,74234,39243,"250,000+",***,"250,000+",***,103000,9542,"250,000+",***,"250,000+",***,227601,13687,"250,000+",***,"250,000+",***,137885,43290,112945,44066,170787,21275,170602,13993,193628,15459,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,169138,28464,88358,11732,203199,7259,"250,000+",***,"250,000+",***,85532,18841,55893,14161,53810,5260,165250,60314,115946,48590,89071,24869,"250,000+",***,,95014
860Z200US95020,ZCTA5 95020,19621,582,9278,607,437,199,289,129,1763,247,86,62,2212,314,5556,551,9104,538,7318,541,435,170,6128,488,8224,539,4834,462,15811,479,7203,451,8608,481,11067,554,5109,441,3483,456,1566,272,1261,314,528,198,5432,494,3303,456,3237,389,2123,421,1090,218,626,188,1766,278,4788,452,5734,543,3523,419,3810,430,2014,274,1521,255,493,156,1796,383,1192,243,604,251,19621,582,47.3,2.6,2.2,1.0,1.5,0.7,9.0,1.2,0.4,0.3,11.3,1.6,28.3,2.8,46.4,2.5,37.3,2.4,2.2,0.9,31.2,2.5,41.9,2.4,24.6,2.1,15811,479,45.6,2.5,54.4,2.5,70.0,3.0,32.3,2.7,22.0,2.8,9.9,1.7,8.0,1.9,3.3,1.2,34.4,2.5,20.9,2.8,20.5,2.5,13.4,2.6,6.9,1.4,4.0,1.2,11.2,1.6,30.3,2.6,36.3,3.3,22.3,2.7,3810,430,52.9,6.8,39.9,6.1,12.9,4.3,47.1,6.8,31.3,5.2,15.9,5.6,134242,7745,132868,10341,"250,000+",***,89464,61391,187903,16682,176000,76754,103080,14285,138329,14591,107403,11142,139338,9583,70703,26691,139825,12834,149788,13606,91344,7703,139972,6406,147520,13081,137741,7820,164950,14100,179598,33099,86576,11400,59069,8985,91915,12417,71296,38145,114038,14212,134952,17443,156023,21709,148387,9769,173673,57007,193134,26613,77833,13206,106801,5600,155129,16068,190542,23152,73000,14612,65952,16228,42330,25854,133787,14068,84487,20943,57183,23296,120455,7105,,95020
860Z200US95023,ZCTA5 95023,17523,273,8828,515,279,93,300,113,703,153,34,30,2430,272,4949,432,9376,353,6607,346,272,137,6087,371,7219,319,3945,260,13816,402,6849,396,6967,370,9951,551,4718,426,2476,307,1459,300,1389,268,672,166,4344,367,3220,372,2991,379,1960,391,800,197,501,185,1467,253,4123,398,5376,498,2850,353,3707,358,1996,273,1556,255,440,144,1711,266,1245,243,466,160,17523,273,50.4,2.7,1.6,0.5,1.7,0.6,4.0,0.9,0.2,0.2,13.9,1.5,28.2,2.5,53.5,1.9,37.7,1.9,1.6,0.8,34.7,1.9,41.2,1.9,22.5,1.4,13816,402,49.6,2.4,50.4,2.4,72.0,3.0,34.1,2.7,17.9,2.3,10.6,2.2,10.1,1.9,4.9,1.2,31.4,2.5,23.3,2.6,21.6,2.7,14.2,2.8,5.8,1.4,3.6,1.3,10.6,1.9,29.8,2.7,38.9,3.3,20.6,2.5,3707,358,53.8,5.5,42.0,5.8,11.9,3.7,46.2,5.5,33.6,5.9,12.6,4.1,108156,5727,113276,9961,55750,34712,108333,74214,227846,75193,-,**,101364,14605,99107,15532,98841,7243,120068,8480,-,**,111620,13828,128896,13272,82782,11697,117081,6089,108573,15113,125775,9997,142172,5138,140679,12386,55713,4207,44359,3387,95299,10908,93190,31268,96151,6966,127889,11978,139662,9560,96927,23362,160948,42736,172014,52598,60052,11380,83664,13919,138443,11418,181396,16208,64429,12205,51300,14994,30916,8099,131204,41986,80055,12162,74688,11956,87228,26002,,95023
860Z200US95030,ZCTA5 95030,5201,409,4148,399,28,33,0,21,741,155,0,21,68,45,216,85,298,96,4085,412,18,22,787,146,2598,363,1798,232,3860,385,1298,226,2562,356,3324,352,1085,208,338,131,84,59,198,91,129,68,2224,352,754,148,655,147,199,75,3,7,25,27,664,131,1446,338,1552,202,198,68,1341,260,798,175,640,179,158,69,543,193,426,188,117,60,5201,409,79.8,3.7,0.5,0.6,0.0,0.8,14.2,2.8,0.0,0.8,1.3,0.9,4.2,1.6,5.7,1.9,78.5,3.7,0.3,0.4,15.1,2.7,50.0,4.7,34.6,4.3,3860,385,33.6,5.4,66.4,5.4,86.1,3.8,28.1,5.2,8.8,3.2,2.2,1.5,5.1,2.3,3.3,1.7,57.6,5.1,19.5,3.8,17.0,3.9,5.2,1.9,0.1,0.2,0.6,0.7,17.2,3.4,37.5,6.4,40.2,5.1,5.1,1.8,1341,260,59.5,10.0,47.7,9.8,11.8,5.8,40.5,10.0,31.8,10.5,8.7,4.6,"250,000+",***,241688,34497,-,**,-,**,"250,000+",***,-,**,187885,76567,"250,000+",***,"250,000+",***,241281,35134,-,**,239063,62236,"250,000+",***,165571,32936,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,168000,119273,-,**,83000,48079,96020,78634,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,-,**,-,**,137266,38835,"250,000+",***,"250,000+",***,"250,000+",***,120966,35879,120341,28644,96364,34981,"250,000+",***,-,**,-,**,"250,000+",***,,95030
860Z200US95032,ZCTA5 95032,10508,396,7702,374,134,117,0,25,1776,231,0,25,258,99,638,190,742,180,7480,366,93,87,2828,344,4423,348,3164,334,7576,353,3653,313,3923,313,6474,372,3096,308,736,191,340,124,366,154,217,130,3245,276,1969,325,1616,263,583,145,113,57,50,46,1173,191,2462,382,3400,371,541,165,2932,413,1543,292,1363,284,180,85,1389,310,1131,284,258,125,10508,396,73.3,2.3,1.3,1.1,0.0,0.4,16.9,2.0,0.0,0.4,2.5,1.0,6.1,1.8,7.1,1.7,71.2,2.5,0.9,0.8,26.9,3.0,42.1,3.3,30.1,2.9,7576,353,48.2,3.4,51.8,3.4,85.5,3.4,40.9,3.7,9.7,2.4,4.5,1.6,4.8,2.0,2.9,1.7,42.8,3.3,26.0,3.8,21.3,3.3,7.7,2.0,1.5,0.8,0.7,0.6,15.5,2.5,32.5,4.5,44.9,4.7,7.1,2.2,2932,413,52.6,7.6,46.5,7.8,6.1,2.9,47.4,7.6,38.6,7.6,8.8,4.1,195188,16475,187857,14206,-,**,-,**,235652,24061,-,**,151094,97259,192841,68073,126625,83165,187887,14793,-,**,217927,36636,"250,000+",***,112941,24821,242778,14791,"250,000+",***,192821,27651,"250,000+",***,"250,000+",***,99333,37863,-,**,213056,42085,214115,81718,173172,20568,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,76729,15198,223587,17450,"250,000+",***,"250,000+",***,120820,15905,95152,34019,81780,29238,197917,150229,143013,21672,122108,38002,188294,63243,,95032
860Z200US95033,ZCTA5 95033,3869,425,3304,404,0,19,0,19,267,105,0,19,62,47,236,73,430,253,2983,308,14,21,1123,254,1767,300,965,157,2672,291,1063,185,1609,252,2336,291,909,190,174,78,60,37,162,61,94,51,1365,217,554,135,453,141,200,96,84,112,16,20,326,100,840,136,1204,255,302,136,1197,331,537,222,448,221,89,45,660,243,262,98,398,221,3869,425,85.4,3.5,0.0,1.1,0.0,1.1,6.9,2.6,0.0,1.1,1.6,1.2,6.1,1.9,11.1,5.9,77.1,5.6,0.4,0.6,29.0,5.0,45.7,5.6,24.9,4.2,2672,291,39.8,6.0,60.2,6.0,87.4,3.7,34.0,6.1,6.5,2.9,2.2,1.4,6.1,2.3,3.5,2.0,51.1,5.8,20.7,4.7,17.0,5.1,7.5,3.6,3.1,4.1,0.6,0.7,12.2,3.6,31.4,4.9,45.1,6.9,11.3,4.9,1197,331,44.9,13.7,37.4,14.2,7.4,4.1,55.1,13.7,21.9,8.9,33.2,13.7,183836,15416,183896,16755,-,**,-,**,211875,152029,-,**,-,**,156607,80294,183414,23366,183125,51593,-,**,231691,76723,199821,45143,103378,16321,217813,34651,"250,000+",***,171250,52510,239762,26666,"250,000+",***,144000,89164,114500,61720,-,**,-,**,144479,27421,231471,44823,"250,000+",***,"250,000+",***,138919,627,-,**,103516,22629,125250,61494,"250,000+",***,"250,000+",***,121390,21156,95156,55270,86750,63507,-,**,182944,47954,68269,45581,184099,15855,,95033
